timesteps,reward
170384,-6.249999999999993
170504,-45.9
170560,-38.300000000000004
170864,-53.25000000000005
171032,-185.35000000000002
171288,-53.50000000000001
171312,-212.0499999999997
171528,-69.70000000000003
171728,-246.49999999999972
171768,-201.2499999999998
171896,11.950000000000001
172072,-34.59999999999998
172320,-140.40000000000018
172336,-53.65000000000002
172800,-140.40000000000026
172968,-160.85000000000016
173064,-84.50000000000016
173096,-29.199999999999957
173192,-73.60000000000015
173328,-61.20000000000003
173360,-68.35
173824,-46.85000000000004
174144,-21.749999999999982
174256,-240.69999999999948
174392,-77.90000000000006
174488,-61.15000000000008
174608,-31.599999999999987
174624,-67.55000000000004
174664,-8.299999999999997
174904,-260.19999999999965
175000,-194.65000000000012
175040,-21.749999999999986
175512,-61.20000000000003
175824,-22.849999999999987
175904,-80.05000000000003
175920,-58.700000000000045
175960,-61.90000000000005
176160,-26.850000000000023
176296,-47.20000000000004
176328,-194.45000000000002
176504,-114.2500000000002
176944,-18.89999999999999
177120,-82.40000000000013
177256,-86.90000000000003
177528,-69.80000000000005
177592,-64.9
177624,-76.20000000000007
177840,-187.45000000000002
177856,-199.4499999999997
178040,-25.49999999999998
178144,-69.55000000000005
178312,-21.599999999999977
178544,-179.64999999999998
178848,-8.749999999999993
178864,-46.250000000000014
178888,-55.50000000000009
179168,-36.84999999999999
179328,-167.69999999999985
179456,-110.95000000000019
179608,-60.20000000000001
179840,-68.40000000000002
180112,-24.999999999999982
180488,-178.99999999999977
180624,0.7500000000000071
180752,-59.30000000000005
180784,-211.6499999999999
180800,-254.79999999999941
180904,-69.95000000000006
181104,-189.5499999999998
181136,-46.45000000000004
181512,-47.500000000000014
181648,-57.20000000000001
181688,-79.1000000000001
182048,-72.15000000000006
182096,-90.40000000000009
182128,-82.10000000000007
182432,-103.25000000000018
182672,-42.000000000000014
182720,-222.04999999999967
183152,-60.95000000000005
183448,-331.09999999999945
183624,-190.49999999999991
183648,-241.40000000000006
183696,-35.09999999999997
183696,-142.60000000000022
183744,-59.04999999999998
184176,-47.25
184328,-16.65
184352,2.9000000000000057
184368,-301.64999999999935
184592,15.999999999999998
184720,-35.199999999999946
184768,-36.29999999999999
185048,-140.75000000000009
185152,-23.29999999999999
185560,-141.8000000000002
185624,-87.50000000000003
185888,-108.70000000000006
186112,-207.34999999999997
186176,-34.79999999999999
186328,2.3500000000000014
186368,-203.69999999999987
186640,-3.899999999999995
186656,-214.50000000000014
186896,-21.699999999999978
186984,-140.0000000000001
187352,-55.7
187496,-162.19999999999987
187680,-30.049999999999976
187776,-212.44999999999993
188240,-127.80000000000013
188304,-203.94999999999976
188464,-35.54999999999999
188496,-151.14999999999995
188576,-42.500000000000064
188648,-66.39999999999999
188920,-225.49999999999986
188928,2.25
189264,-46.249999999999986
189376,-136.45000000000022
189520,-56.100000000000065
189600,-56.65000000000003
189704,-25.449999999999978
189712,-47.300000000000004
190168,5.750000000000009
190400,-149.64999999999998
190560,-53.45000000000001
190584,-203.5
190624,-30.34999999999997
190736,-85.30000000000004
190760,-71.95000000000013
191456,-221.09999999999988
191584,-60.0500000000001
191608,-58.10000000000006
191768,-111.45000000000014
192056,-90.35000000000011
192336,-128.75000000000006
192392,-26.349999999999977
192560,-143.45000000000013
192672,-211.29999999999995
